mode,make,model,colour,offence,district,disposal,date,location
Cyclist,Renault,Zoe,White,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2022-12-01T00:00:00Z,"TOLLER LANE, BRADFORD"
Cyclist,Peugeot,Premier,White,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,TONG ROAD LEEDS
Vehicle driver,Toyota,C-Hr,White,RT88575 Drive without due care and attention,CD,Educational Course,2022-12-01T00:00:00Z,"Tong Road, Leeds"
Cyclist,Alexander Dennis,Bus,Blue,N/A,LD,NFA,2022-12-01T00:00:00Z,"Tong Road, Leeds"
Vehicle driver,BMW,Unknown,Silver,N/A,LD,NFA,2022-12-01T00:00:00Z,"Tong Road, Leeds"
Cyclist,Hyundai,Unknown,Blue,N/A,LD,NFA,2022-12-01T00:00:00Z,"Tong Road, Leeds"
Vehicle driver,Volkswagen,Caddy,White,RT88760 Fail to comply with solid white lines,LD,Educational Course,2022-12-01T00:00:00Z,"Tong Road, Leeds"
Cyclist,Volvo,V50,Black,N/A,KD,NFA,2022-12-01T00:00:00Z,"Tong Road, Whingate Junction, Leeds"
UNKNOWN,Seat,Leon,Red,N/A,unknown,NFA,2022-12-01T00:00:00Z,"Tong Street, Bradford"
Vehicle driver,Audi,RS 4,Blue,RT88575 Drive without due care and attention,LD,Conditional Offer,2022-12-01T00:00:00Z,"Tong Street, Bradford"
Cyclist,BMW,Unknown,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"TONGUE LANE, LEEDS"
Pedestrian,Land Rover,Range Rover,Black,N/A,LD,NFA,2022-12-01T00:00:00Z,"Tongue Lane, Leeds"
Cyclist,Vauxhall,Insignia,Silver,N/A,LD,NFA,2022-12-01T00:00:00Z,"TONGUE LANE, LEEDS"
Cyclist,Land Rover,Range Rover,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"TONGUE LANE, LEEDS"
Cyclist,Volkswagen,Transporter,Silver,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Tongue Lane, Meanwood, Leeds"
Vehicle passenger,Ford,Tran 115,Grey,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2022-12-01T00:00:00Z,"Tongue Lane, Meanwood, Leeds"
Cyclist,Mazda,3,Grey,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Tongue Lane, Meanwood, Leeds"
Vehicle driver,Mercedes -Benz,Antos,White,RT88575 Drive without due care and attention,BD,Conditional Offer,2022-12-01T00:00:00Z,Tongue Lane. Leeds
Cyclist,Volkswagen,Polo,White,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2022-12-01T00:00:00Z,TONGUE LANE. LEEDS
Cyclist,Suzuki,Unknown,Silver,N/A,BD,NFA,2022-12-01T00:00:00Z,"Torre Drive, Leeds"
Cyclist,Mini,Cooper,Grey,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Town Gate, Wyke, Bradford"
Cyclist,Volkswagen,Golf,Black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2022-12-01T00:00:00Z,"Town Street, Farsley, Leeds"
Vehicle driver,Volkswagen,Golf,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"Town Street, Guiseley"
Cyclist,Audi,A4,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"Towngate, Wyke, Bradford"
Vehicle driver,Volkswagen,Polo,Black,RT88575 Drive without due care and attention,BD,Conditional Offer,2022-12-01T00:00:00Z,"TUNSTALL ROAD, LEEDS"
Vehicle driver,Vauxhall,Combo,Red,RT88575 Drive without due care and attention,LD,Educational Course,2022-12-01T00:00:00Z,"umble Dyke, Raistrick, Brighouse"
Vehicle passenger,Peugeot,3008,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"umbles Lane, Lofthouse"
Vehicle driver,SCANIA,UNKNOWN,GREEN,RT88575 Drive without due care and attention,LD,Educational Course,2022-12-01T00:00:00Z,"unction of Gildersome interchange, Bradford Road and Gelderd Road, Gildersome, Leeds"
Pedestrian,Mercedes -Benz,VAN,GREY,N/A,CD,NFA,2022-12-01T00:00:00Z,Unknown
Cyclist,Ford,TRANSIT,WHITE,RC86405 Cause unnecessary obstruction by motor vehicle/trailer,LD,Conditional Offer,2022-12-01T00:00:00Z,UNKNOWN
Cyclist,Audi,Q7,BLACK,N/A,LD,NFA,2022-12-01T00:00:00Z,Unknown
Cyclist,Volkswagen,UNKNOWN,GREY,N/A,LD,NFA,2022-12-01T00:00:00Z,UNKNOWN
Vehicle driver,Mercedes -Benz,CLA 200,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2022-12-01T00:00:00Z,UNKNOWN
Cyclist,Volkswagen,UNKNOWN,BLACK,N/A,BD,NFA,2022-12-01T00:00:00Z,UNKNOWN
Cyclist,Land Rover,RANGE ROVER,GREY,RT88575 Drive without due care and attention,LD,Conditional Offer,2022-12-01T00:00:00Z,UNKNOWN
Cyclist,Ford,Fiesta,Red,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2022-12-01T00:00:00Z,"Upper Lane, Emley"
Vehicle driver,Volkswagen,Polo,Silver / Blue,N/A,KD,NFA,2022-12-01T00:00:00Z,"UPPER WORLEY ROAD, ROTHERHAM, SOUTH YORKS"
Vehicle driver,Volkswagen,Unknown,Blue,N/A,CD,NFA,2022-12-01T00:00:00Z,"VALLEY ROAD / FORSTER SQUARE Retail Park, Bradford"
Vehicle driver,Nissan,Qashqai,Black,ZP97001 Stop vehicle within limits of Pelican crossing,BD,Educational Course,2022-12-01T00:00:00Z,"Valley Road, Bradford"
Cyclist,Volkswagen,Polo,Grey,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2022-12-01T00:00:00Z,"VALLEY ROAD, PUDSEY"
Vehicle driver,Audi,Unknown,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Vicar Lane, Leeds"
Cyclist,Vauxhall,UNKNOWN,RED,N/A,LD,NFA,2022-12-01T00:00:00Z,"Vicar Lane, Leeds"
Cyclist,Volkswagen,GOLF,BLUE,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2022-12-01T00:00:00Z,Victoria Road Leeds J/W Water Lane
Vehicle driver,Mercedes -Benz,SPRINTER,WHITE,RT88760 Fail to comply with solid white lines,LD,Educational Course,2022-12-01T00:00:00Z,"Victoria Road, Morley, Leeds"
Cyclist,Volkswagen,CRAFTER,WHITE,N/A,LD,NFA,2022-12-01T00:00:00Z,"WAGON LANE, BINGLEY"
Cyclist,Honda,JAZZ,BLUE,N/A,LD,NFA,2022-12-01T00:00:00Z,Wakefield Road Hollas Lane Sowerby Bridge Halifax
Cyclist,Ford,Mondeo,Grey,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2022-12-01T00:00:00Z,Wakefield Road Huddersfield
Cyclist,Vauxhall,Zafira,Grey,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2022-12-01T00:00:00Z,WAKEFIELD ROAD HUDDERSFIELD
Vehicle driver,Kia,Ceed,Silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,KD,Conditional Offer,2022-12-01T00:00:00Z,"WAKEFIELD ROAD junction with SYKE LANE, DEWSBURY"
Vehicle driver,Volkswagen,Golf,Silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Conditional Offer,2022-12-01T00:00:00Z,"Wakefield Road, Ackworth, Pontefract"
Vehicle driver,DaF,DAF Trucks,White,N/A,KD,NFA,2022-12-01T00:00:00Z,"Wakefield Road, Dalton, Huddersfield"
Vehicle driver,Ford,Focus,White,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Wakefield Road, Dewsbury"
Cyclist,Volvo,SUV,Black,N/A,LD,NFA,2022-12-01T00:00:00Z,"Wakefield Road, Earlsheaton, Dewsbury"
Vehicle driver,Peuget,Bipper,White,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2022-12-01T00:00:00Z,"Wakefield Road, Greenside,  Huddersfield"
Vehicle driver,BMW,330,Blue,N/A,LD,NFA,2022-12-01T00:00:00Z,"Wakefield Road, Huddersfield"
Vehicle driver,Lexmoto,Diablo,Black,N/A,LD,NFA,2022-12-01T00:00:00Z,"Walton Lane, Wakefield"
Vehicle driver,Toyota,Hilux,White,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,CD,Educational Course,2022-12-01T00:00:00Z,"WATER LANE, LEEDS"
Vehicle driver,Honda,CR-V,Red,N/A,KD,NFA,2022-12-01T00:00:00Z,Weeland Road J/W West Lane Sharlston Wakefield
Vehicle driver,Volkswagen,Golf,Black,N/A,KD,NFA,2022-12-01T00:00:00Z,"Weeland Road, Wakefield"
Cyclist,BMW,320,Grey,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Weetwood Lane, Leeds"
Vehicle driver,Seat,Leon,Blue,RT88575 Drive without due care and attention,CD,Court,2022-12-01T00:00:00Z,"Wellhouse Avenue, Mirfield"
Cyclist,BMW,MINI COOPER,WHITE,N/A,LD,NFA,2022-12-01T00:00:00Z,Wellhouse Lane Mirfield
Cyclist,Citroen,BERLINGO,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,Wellhouse Lane Mirfield
Cyclist,Skoda,FABIA,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,WELLHOUSE LANE MIRFIELD
Cyclist,Mazda,MX5,GREY,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Vehicle driver,Toyota,UNKNOWN,SILVER,N/A,LD,NFA,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Cyclist,Audi,E-TRON,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Cyclist,Audi,A4,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Vehicle driver,Ford,FIESTA,WHITE,RT88971 Fail to comply with Red traffic light,LD,Educational Course,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Cyclist,Skoda,CITIGO,WHITE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Cyclist,Nissan,QASHQAI,SILVER,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD"
Vehicle driver,Peugeot,2008,ALURE,ZP97003 Stop within controlled area of Pelican crossing,CD,Educational Course,2022-12-01T00:00:00Z,"Wellhouse Lane, Mirfield"
Vehicle driver,Ford,TRANSIT,SILVER,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Wellhouse Lane, Mirfield"
Vehicle driver,Mercedes -Benz,C20,WHITE,N/A,unknown,NFA,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD."
Vehicle driver,Motorcycle,Unknown,Black,N/A,BD,NFA,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD."
Vehicle driver,Mercedes -Benz,Sprinter,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD."
Vehicle driver,BMW,520D,Grey,N/A,LD,NFA,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD."
Vehicle driver,Volkswagen,Tiguan,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"WELLHOUSE LANE, MIRFIELD."
Vehicle driver,Mercedes -Benz,A Class,Blue,N/A,BD,NFA,2022-12-01T00:00:00Z,"Wellington Street, Leeds"
Vehicle driver,Seat,Ateca,Grey,RT88575 Drive without due care and attention,BD,Educational Course,2022-12-01T00:00:00Z,"Wellington Street, Leeds"
Vehicle driver,Skoda,Fabia,Grey,N/A,CD,NFA,2022-12-01T00:00:00Z,"Wellington Street, Leeds"
Vehicle driver,Nissan,Xtrail,Dark Blue,N/A,LD,NFA,2022-12-01T00:00:00Z,"Wellington Street, Leeds"
Vehicle driver,Citroen,Cactus,Black,N/A,KD,NFA,2022-12-01T00:00:00Z,"WELLINGTON STREET, LEEDS"
Vehicle driver,Audi,A3,White,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Conditional Offer,2022-12-01T00:00:00Z,"Wellington Street, Leeds city centre"
Pedestrian,Mercedes -Benz,Vito,Silver,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,LD,Educational Course,2022-12-01T00:00:00Z,"West Lane & High Street, Keighley"
Vehicle driver,Unknown,Unknown,Unknown,N/A,LD,NFA,2022-12-01T00:00:00Z,"West Lane, Askwith"
Vehicle passenger,Audi,A4,Grey,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2022-12-01T00:00:00Z,"West Lane, Keighley"
UNKNOWN,Toyota,Aygo,Orange,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,KD,Conditional Offer,2022-12-01T00:00:00Z,"WEST WOODS ROAD, WETHERBY"
Vehicle driver,SCANIA,R500,WHITE,N/A,BD,NFA,2022-12-01T00:00:00Z,"Westbourne Road, Marsh, Huddersfield"
Vehicle driver,Volkswagen,POLO,BLUE,RT88971 Fail to comply with Red traffic light,WD,Educational Course,2022-12-01T00:00:00Z,"Westerton Road, Tingley, Wakefield"
Pedestrian,Volvo,V50,WHITE,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2022-12-01T00:00:00Z,"Westgate, Leeds"
Vehicle driver,DaF TRUCK,FTT 95XF,YELLOW,ME82017 Prohibited Traffic in offside lane,CD,Educational Course,2022-12-01T00:00:00Z,"Westgate, Wakefield"
Cyclist,Land Rover,RANGEROVER,GREY,RT88575 Drive without due care and attention,LD,Conditional Offer,2022-12-01T00:00:00Z,WETHERBY ??????
Vehicle driver,Ford,MONDEO,BLUE,RT88575 Drive without due care and attention,CD,Conditional Offer,2022-12-01T00:00:00Z,"Whetley Lane, Bradford"
Vehicle passenger,Volkswagen,PASSAT,BLUE,N/A,LD,NFA,2022-12-01T00:00:00Z,Whitehall Road Leeds
Horse rider,Mercedes -Benz,GLC220,BLUE,RT88575 Drive without due care and attention,LD,Educational Course,2022-12-01T00:00:00Z,"Whitehall Road, Leeds city centre"
Vehicle driver,Toyota,COROLLA,BLUE,RT88971 Fail to comply with Red traffic light,BD,Educational Course,2022-12-01T00:00:00Z,Wigton Lane (Nr J/W Plantation Gardens) Leeds
Vehicle driver,Mercedes -Benz,GLA 200D,BLACK,RT88575 Drive without due care and attention,LD,Conditional Offer,2022-12-01T00:00:00Z,"Willow Road, Burley, Leeds"
Vehicle driver,Volkswagen,TOURAN,BLACK,RT88971 Fail to comply with Red traffic light,BD,Educational Course,2022-12-01T00:00:00Z,"Willow Road, Burley, Leeds"
Vehicle driver,Audi,A3,BLACK,N/A,BD,NFA,2022-12-01T00:00:00Z,Willwood Avenue
Cyclist,Mercedes -Benz,LGV,WHITE,RT88575 Drive without due care and attention,WD,Educational Course,2022-12-01T00:00:00Z,Willwood Avenue
Cyclist,Land Rover,RANGEROVER,GOLD,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"WILLWOOD AVENUE / REINWOOD ROAD, HUDDERSFIELD"
Vehicle driver,CHEVROLET,SPARK,GREEN,RT88971 Fail to comply with Red traffic light,WD,Educational Course,2022-12-01T00:00:00Z,"WILLWOOD AVENUE, HUDDERFIELD"
Horse rider,DS,DS4,PURPLE,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Cyclist,Scania,Unknown,Yellow,N/A,WD,NFA,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Cyclist,Scania,Unknown,White,N/A,WD,NFA,2022-12-01T00:00:00Z,"WILLWOOD AVENUE, HUDDERSFIELD"
Horse rider,Vauxhall,Meriva,Grey,N/A,KD,NFA,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Man,Unknown,White,RT88751 Motor vehicle fail to comply with a non-endorsable traffic sign other (specify),WD,Conditional Offer,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Audi,Unknown,Black,N/A,KD,NFA,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Horse rider,Audi,SQ5,White,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Unknown,Unknown,Black,N/A,KD,NFA,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Cyclist,Peugeot,Unknown,White,N/A,CD,NFA,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Volkswagen,Polo,Black,RT88756 Fail to comply with Stop sign,BD,Educational Course,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Horse rider,Mercedes -Benz,SLK280,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Volkswagen,Unknown,Silver,N/A,BD,NFA,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Horse rider,Vauxhall,Astra,Blue,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Volkswagen,Golf,Silver,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,CD,Educational Course,2022-12-01T00:00:00Z,"WILLWOOD AVENUE, HUDDERSFIELD"
Vehicle driver,Volkswagen,Golf,Silver,N/A,CD,NFA,2022-12-01T00:00:00Z,"WILLWOOD AVENUE, HUDDERSFIELD"
Vehicle driver,Volkswagen,Golf,Grey,RT88575 Drive without due care and attention,BD,Conditional Offer,2022-12-01T00:00:00Z,"Willwood Avenue, Huddersfield"
Vehicle driver,Suzuki,Unknown,Blue,N/A,CD,NFA,2022-12-01T00:00:00Z,"Wilwood Avenue, Huddersfield"
Vehicle driver,Renault,Megane,White,RT88575 Drive without due care and attention,KD,Educational Course,2022-12-01T00:00:00Z,"Winding Road, Halifax"
Vehicle driver,Seat,Ibiza,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"Woodhall Lane, Woodhall, Leeds"
Vehicle passenger,Vauxhall,Corsa,White,N/A,LD,NFA,2022-12-01T00:00:00Z,"Woodhouse Lane, Leeds"
Cyclist,Mercedes -Benz,E220,Silver,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Woodhouse Lane, Leeds"
Cyclist,Land Rover,Discovery,White,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Woodhouse Road junction wioth Hyde Park Road, Leeds"
Cyclist,Vauxhall,Astra,White,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-12-01T00:00:00Z,"Woodlands Road, Batley"
Vehicle passenger,Vauxhall,Corsa,White,N/A,CD,NFA,2022-12-01T00:00:00Z,"Woodlea Approach, Leeds"
Cyclist,Vauxhall,ASTRA,BLACK,N/A,LD,NFA,2022-12-01T00:00:00Z,"WOODLEA PARK / WODDLEA GROVE, LEEDS"
Cyclist,Volvo,UNKNOWN,BLACK,N/A,LD,NFA,2022-12-01T00:00:00Z,"WOODSIDE ROAD, WYKE"
Vehicle driver,Peugeot,BIPPER,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,WD,Educational Course,2022-12-01T00:00:00Z,WRANGBROOK LANE PONTEFRACT - WD
Vehicle driver,Volkswagen,GOLF,BLACK,N/A,KD,NFA,2022-12-01T00:00:00Z,WRANGBROOK LANE PONTEFRACT - WD
Vehicle driver,Audi,A3,Grey,RT88575 Drive without due care and attention,LD,Educational Course,2022-12-01T00:00:00Z,WRANGBROOK LANE PONTEFRACT - WD
Vehicle driver,BMW,330,Grey,ZP97005 Overtake within limits of Pelican crossing,LD,Educational Course,2022-12-01T00:00:00Z,WRANGBROOK LANE PONTEFRACT - WD
Vehicle driver,Peugeot,207,Red,RT88751 Motor vehicle fail to comply with a non-endorsable traffic sign other (specify),KD,Conditional Offer,2022-12-01T00:00:00Z,WRANGBROOK LANE PONTEFRACT - WD
Vehicle driver,Land Rover,Range Rover,Silver,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,WD,Conditional Offer,2022-12-01T00:00:00Z,"WRANGBROOK LANE, UPTON, PONTEFRACT"
Horse rider,Toyota,RAV4,Blue,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2022-12-01T00:00:00Z,"Wrangbrook Lane, Upton, Pontefract"
Cyclist,Toyota,Yaris,Red,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2022-12-01T00:00:00Z,"Wrangbrook Lane, Upton, Pontefract"
Cyclist,Renault,Captur,White & Black,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2022-12-01T00:00:00Z,"Wyke Lane, Bardsey, Leeds"
Vehicle driver,Nissan,Note,White,N/A,CD,NFA,2022-12-01T00:00:00Z,"WYKE RIDGE LANE, LEEDS"
Vehicle driver,Volkswagen,Passat,Black,ME82011 Drive / Stop vehicle on motorway central reservation / verge,WD,Conditional Offer,2022-12-01T00:00:00Z,"WYKE RIDGE LANE, LEEDS"
Vehicle driver,Mercedes -Benz,Unknown,Blue,N/A,LD,NFA,2022-12-01T00:00:00Z,"Xscape, Castleford"
Vehicle driver,Vauxhall,Astra,Silver,N/A,LD,NFA,2022-12-01T00:00:00Z,"York Gate, Leeds"
Vehicle driver,Citroen,C4,Brown,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2022-12-01T00:00:00Z,"York Gate, Otley, Leeds"
Cyclist,Ford,Focus,Blue,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2022-12-01T00:00:00Z,"York Gate, Otley, Leeds"
Vehicle driver,Audi,SQ5,White,RT88575 Drive without due care and attention,KD,Conditional Offer,2022-12-01T00:00:00Z,"York Road, Leeds"
Vehicle driver,Ford,FIESTA,WHITE,N/A,KD,NFA,2022-12-01T00:00:00Z,"Yorkgate, Guiseley, Leeds"
Vehicle driver,Mitsubishi,Unknown,Grey,RT88575 Drive without due care and attention,BD,Court,2022-07-01T00:00:00Z,A1 Barnsdale Bar
Horse rider,Volkswagen,Polo,Grey,N/A,KD,NFA,2022-07-01T00:00:00Z,A1 M Northbound near to Junction 25
Cyclist,Mercedes -Benz,A200,Grey,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-07-01T00:00:00Z,"A1 NORTH, HAMPOLE, SOUTH YORKSHIRE"
Cyclist,Kia,Unknown,Black,N/A,WD,NFA,2022-07-01T00:00:00Z,"A1 north, Wentbridge (WD) just prior to Wentbridge Road"
Cyclist,Skoda,Fabia,Grey,RT88575 Drive without due care and attention,LD,Educational Course,2022-07-01T00:00:00Z,"A1 North, Wetherby"
Cyclist,Toyota,Rav4,White,N/A,CD,NFA,2022-07-01T00:00:00Z,"A1 NORTHBOUND between JUNCTIONS 44 & 45, LEEDS"
Vehicle driver,Toyota,Prius,Silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,CD,Educational Course,2022-07-01T00:00:00Z,A1 NORTHBOUND WENTBRIDGE WAKEFIELD
Cyclist,Mazda,3,Blue,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2022-07-01T00:00:00Z,A1 NOTHBOUND JUNCTION 44
